subject,task,id,num,answer,question,questionVi,options,answerDisplay,intent,concept,whyCorrect,whyWrong,memoryTip
prm,slides,109,108,C,Dart in Flutter is described as supporting which compilation modes?,Dart trong Flutter hỗ trợ chế độ biên dịch nào?,A: Only interpreted BASIC || B: Only COBOL batch || C: AOT and JIT compilation || D: Only assembly hand-writing,C. Biên dịch AOT và JIT,"• Hai chế độ biên dịch Dart: JIT (dev) và AOT (release).
• Chọn phương án khớp cơ chế Flutter, không chọn stack web/Android nhầm.",• Hai chế độ biên dịch Dart: JIT (dev) và AOT (release).,"• Hai chế độ biên dịch Dart: JIT (dev) và AOT (release).
• JIT hỗ trợ hot reload; AOT tối ưu bản ship.",A: • Là gì? Phương án «Chỉ BASIC thông dịch» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Chỉ BASIC thông dịch» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Hai chế độ biên dịch Dart: JIT (dev) và AOT (release). || B: • Là gì? Phương án «Chỉ COBOL batch» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Chỉ COBOL batch» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Hai chế độ biên dịch Dart: JIT (dev) và AOT (release). || D: • Là gì? Phương án «Chỉ viết assembly tay» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Chỉ viết assembly tay» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Hai chế độ biên dịch Dart: JIT (dev) và AOT (release).,
prm,slides,110,109,B,Which collection type stores ordered elements that may contain duplicates?,Collection nào lưu phần tử có thứ tự và cho phép trùng?,A: Set || B: List || C: Map only without order || D: Hash without values,B. List,"• Phân biệt List / Set / Map trong Dart.
• Thứ tự, trùng lặp, hay key–value.","• Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng.","• Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng.
• Lưu dãy phần tử 0..n-1.","A: • Là gì? Tập hợp giá trị không trùng. / • Dùng để làm gì? Loại trùng, kiểm tra membership. / • Vì sao sai? Set không cho trùng và không dùng index như List. || C: • Là gì? Cấu trúc ánh xạ khóa → giá trị. / • Dùng để làm gì? Tra cứu nhanh theo key. / • Vì sao sai? Cấu trúc ánh xạ khóa → giá trị. Trong khi đề cần: Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng. || D: • Là gì? Phương án «Hash không có value» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Hash không có value» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng.",
prm,slides,111,110,A,Which collection stores unique values only?,Collection nào chỉ lưu giá trị không trùng?,A: Set || B: List always allowing duplicates only || C: String buffer only || D: StreamController only,A. Set,"• Phân biệt List / Set / Map trong Dart.
• Thứ tự, trùng lặp, hay key–value.",• Tập hợp giá trị không trùng.,"• Tập hợp giá trị không trùng.
• Loại trùng, kiểm tra membership.","B: • Là gì? Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng. / • Dùng để làm gì? Lưu dãy phần tử 0..n-1. / • Vì sao sai? List cho phép phần tử trùng; Set mới unique. || C: • Là gì? Phương án «Chỉ string buffer» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ string buffer» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Tập hợp giá trị không trùng. || D: • Là gì? Phương án «Chỉ StreamController» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Chỉ StreamController» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Tập hợp giá trị không trùng.",
prm,slides,112,111,C,What does a Map primarily store in Dart?,Map trong Dart chủ yếu lưu gì?,A: Only one integer || B: Only UI widgets || C: Key–value pairs || D: Only file handles,C. Các cặp key–value,"• Phân biệt List / Set / Map trong Dart.
• Thứ tự, trùng lặp, hay key–value.",• Cấu trúc ánh xạ khóa → giá trị.,"• Cấu trúc ánh xạ khóa → giá trị.
• Tra cứu nhanh theo key.",A: • Là gì? Phương án «Chỉ một số nguyên» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Chỉ một số nguyên» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Cấu trúc ánh xạ khóa → giá trị. || B: • Là gì? Phương án «Chỉ widget UI» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Chỉ widget UI» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Cấu trúc ánh xạ khóa → giá trị. || D: • Là gì? Phương án «Chỉ file handle» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Chỉ file handle» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Cấu trúc ánh xạ khóa → giá trị.,
prm,slides,113,112,B,Which keyword creates a compile-time constant in Dart?,Từ khóa nào tạo hằng compile-time trong Dart?,A: var || B: const || C: dynamic always || D: late without value forever,B. const,"• Phân biệt const, final, var và null safety.
• Compile-time vs runtime assignment.",• Ngôn ngữ lập trình chính của Flutter.,"• Ngôn ngữ lập trình chính của Flutter.
• Viết UI và logic app Flutter.","A: • Là gì? Khai báo biến với kiểu suy luận; có thể gán lại (trừ khi final). / • Dùng để làm gì? Viết gọn khi kiểu rõ từ vế phải. / • Vì sao sai? var chỉ suy luận kiểu, không tạo hằng compile-time. || C: • Là gì? Tắt kiểm tra kiểu tĩnh; kiểm tra chủ yếu lúc chạy. / • Dùng để làm gì? Linh hoạt nhưng dễ lỗi runtime. / • Vì sao sai? dynamic nới lỏng kiểu, không phải const. || D: • Là gì? Phương án «late mà không gán giá trị mãi» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «late mà không gán giá trị mãi» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Ngôn ngữ lập trình chính của Flutter.",• const = compile-time; final = gán 1 lần runtime.
prm,slides,114,113,A,What is null safety designed to help with?,Null safety được thiết kế để giúp điều gì?,A: Prevent unexpected null errors by making types non-nullable by default || B: Force every variable to be null always || C: Disable type checking completely || D: Replace HTTP with FTP,A. Giảm lỗi null bất ngờ bằng kiểu non-nullable mặc định,"• Phân biệt const, final, var và null safety.
• Compile-time vs runtime assignment.",• Hệ thống kiểu Dart phân biệt null/non-null để giảm crash.,"• Hệ thống kiểu Dart phân biệt null/non-null để giảm crash.
• Bắt buộc khởi tạo non-nullable trước khi dùng.",B: • Là gì? Phương án «Ép mọi biến luôn null» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Ép mọi biến luôn null» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Hệ thống kiểu Dart phân biệt null/non-null để giảm crash. || C: • Là gì? Phương án «Tắt hoàn toàn kiểm tra kiểu» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Tắt hoàn toàn kiểm tra kiểu» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Hệ thống kiểu Dart phân biệt null/non-null để giảm crash. || D: • Là gì? Phương án «Thay HTTP bằng FTP» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Gói http gọi API; không quản lý state UI hay storage local.,
prm,slides,115,114,C,"If a non-nullable variable is not initialized before use, what typically happens?",Nếu biến non-nullable chưa khởi tạo mà đã dùng thì thường xảy ra gì?,A: It silently becomes null || B: The OS reboots || C: A compile-time error occurs || D: Git commits fail,C. Xảy ra lỗi compile-time,"• Phân biệt const, final, var và null safety.
• Compile-time vs runtime assignment.",• Hệ thống kiểu Dart phân biệt null/non-null để giảm crash.,"• Hệ thống kiểu Dart phân biệt null/non-null để giảm crash.
• Bắt buộc khởi tạo non-nullable trước khi dùng.","A: • Là gì? Phương án «Im lặng thành null» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Im lặng thành null» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Hệ thống kiểu Dart phân biệt null/non-null để giảm crash. || B: • Là gì? Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O. / • Dùng để làm gì? Cấp tài nguyên và lập lịch cho chương trình. / • Vì sao sai? Phần mềm quản lý phần cứng, tiến trình, bộ nhớ, I/O. Trong khi đề cần: Hệ thống kiểu Dart phân biệt null/non-null để giảm crash. || D: • Là gì? Phương án «Git commit thất bại» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Git quản lý phiên bản code — chỉ đúng khi hỏi version control.",
prm,slides,116,115,B,Which statement about Dart classes is correct?,Phát biểu nào về class Dart là đúng?,A: Dart is not object-oriented || B: Dart is object-oriented; classes are blueprints for objects || C: Classes cannot have methods || D: Objects cannot be created from classes,B. Dart hướng đối tượng; class là bản thiết kế cho object,"• Ngôn ngữ lập trình chính của Flutter.
• Viết UI và logic app Flutter.",• Ngôn ngữ lập trình chính của Flutter.,"• Ngôn ngữ lập trình chính của Flutter.
• Viết UI và logic app Flutter.",A: • Là gì? Ngôn ngữ lập trình chính của Flutter. / • Dùng để làm gì? Viết UI và logic app Flutter. / • Vì sao sai? Ngôn ngữ lập trình chính của Flutter. Trong khi đề cần: Ngôn ngữ lập trình chính của Flutter. || C: • Là gì? Phương án «Class không thể có method» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Class không thể có method» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Ngôn ngữ lập trình chính của Flutter. || D: • Là gì? Phương án «Không tạo được object từ class» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Không tạo được object từ class» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Ngôn ngữ lập trình chính của Flutter.,
prm,slides,117,116,A,"What does string interpolation like ""$name"" do?",String interpolation kiểu $name dùng để làm gì?,A: Embeds expression/variable values into a string || B: Encrypts the string with AES || C: Deletes the variable || D: Starts a new isolate always,A. Chèn giá trị biến/biểu thức vào chuỗi,"• Chèn biến/biểu thức vào literal chuỗi (`$x`, `${expr}`).
• Tạo chuỗi động gọn hơn nối +.","• Chèn biến/biểu thức vào literal chuỗi (`$x`, `${expr}`).","• Chèn biến/biểu thức vào literal chuỗi (`$x`, `${expr}`).
• Tạo chuỗi động gọn hơn nối +.","B: • Là gì? Phương án «Mã hóa chuỗi bằng AES» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Mã hóa chuỗi bằng AES» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Chèn biến/biểu thức vào literal chuỗi (`$x`, `${expr}`). || C: • Là gì? Phương án «Xóa biến» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Xóa biến» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Chèn biến/biểu thức vào literal chuỗi (`$x`, `${expr}`). || D: • Là gì? Phương án «Luôn tạo isolate mới» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Luôn tạo isolate mới» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Chèn biến/biểu thức vào literal chuỗi (`$x`, `${expr}`).",
prm,slides,118,117,B,Which type annotation is appropriate for a list of integers?,Annotation kiểu nào phù hợp cho list số nguyên?,A: List<String> only for ints || B: List<int> || C: Map<int> without value type || D: Set<void>,B. List<int>,"• Phân biệt List / Set / Map trong Dart.
• Thứ tự, trùng lặp, hay key–value.","• Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng.","• Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng.
• Lưu dãy phần tử 0..n-1.","A: • Là gì? Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng. / • Dùng để làm gì? Lưu dãy phần tử 0..n-1. / • Vì sao sai? Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng. Trong khi đề cần: Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng. || C: • Là gì? Cấu trúc ánh xạ khóa → giá trị. / • Dùng để làm gì? Tra cứu nhanh theo key. / • Vì sao sai? Cấu trúc ánh xạ khóa → giá trị. Trong khi đề cần: Collection có thứ tự, phần tử truy cập bằng chỉ số, cho phép trùng. || D: • Là gì? Tập hợp giá trị không trùng. / • Dùng để làm gì? Loại trùng, kiểm tra membership. / • Vì sao sai? Set không cho trùng và không dùng index như List.",
prm,slides,119,118,C,Functions in Dart are described as:,Hàm trong Dart được mô tả là:,A: Never first-class || B: Only allowed inside C++ || C: First-class objects (can be assigned/passed) || D: Forbidden in Flutter,C. Đối tượng first-class (gán/truyền được),"• Ngôn ngữ lập trình chính của Flutter.
• Viết UI và logic app Flutter.",• Ngôn ngữ lập trình chính của Flutter.,"• Ngôn ngữ lập trình chính của Flutter.
• Viết UI và logic app Flutter.",A: • Là gì? Phương án «Không bao giờ first-class» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Không bao giờ first-class» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Ngôn ngữ lập trình chính của Flutter. || B: • Là gì? Phương án «Chỉ được phép trong C++» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Chỉ được phép trong C++» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Ngôn ngữ lập trình chính của Flutter. || D: • Là gì? Phương án «Bị cấm trong Flutter» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Phương án «Bị cấm trong Flutter» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. Trong khi đề cần: Ngôn ngữ lập trình chính của Flutter.,
prm,slides,120,119,B,What is a common use of a factory constructor mentioned in slides?,Factory constructor thường dùng để làm gì (theo slide)?,A: Only painting pixels || B: Return existing instance / singleton / .fromJson conversion || C: Delete the class permanently || D: Disable null safety,B. Trả instance có sẵn / singleton / chuyển .fromJson,"• Phân biệt const, final, var và null safety.
• Compile-time vs runtime assignment.",• Phương án «Trả instance có sẵn / singleton / chuyển .fromJson» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,"• Phương án «Trả instance có sẵn / singleton / chuyển .fromJson» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.
• Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần).",A: • Là gì? Phương án «Chỉ vẽ pixel» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? Phương án «Chỉ vẽ pixel» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. Trong khi đề cần: Phương án «Trả instance có sẵn / singleton / chuyển .fromJson» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. || C: • Là gì? Phương án «Xóa class vĩnh viễn» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này. / • Dùng để làm gì? Chỉ đúng khi khớp đúng khía cạnh đề hỏi (không phải mọi khái niệm gần). / • Vì sao sai? PUT/DELETE cập nhật/xóa; không phải thao tác retrieve mặc định. || D: • Là gì? Hệ thống kiểu Dart phân biệt null/non-null để giảm crash. / • Dùng để làm gì? Bắt buộc khởi tạo non-nullable trước khi dùng. / • Vì sao sai? Hệ thống kiểu Dart phân biệt null/non-null để giảm crash. Trong khi đề cần: Phương án «Trả instance có sẵn / singleton / chuyển .fromJson» — hiểu theo nghĩa kỹ thuật/lý thuyết của riêng cụm này.,• const = compile-time; final = gán 1 lần runtime.
prm,slides,121,120,A,Why is async/await important in Flutter apps?,Vì sao async/await quan trọng trong app Flutter?,A: Handle asynchronous work without blocking the UI thread || B: Force UI to freeze during network calls || C: Replace all widgets with XML || D: Compile Dart to COBOL,A. Xử lý async mà không chặn luồng UI,"• Xử lý việc bất đồng bộ mà không chặn luồng UI.
• Chọn phương án khớp cơ chế Flutter, không chọn stack web/Android nhầm.",• Xử lý việc bất đồng bộ mà không chặn luồng UI.,"• Xử lý việc bất đồng bộ mà không chặn luồng UI.
• Giữ app mượt khi gọi mạng/I/O (async/await, Future).",B: • Là gì? Ép giao diện đơ trong lúc gọi mạng. / • Dùng để làm gì? Phản pattern async — trái mục tiêu async/await. / • Vì sao sai? Ép giao diện đơ trong lúc gọi mạng. Trong khi đề cần: Xử lý việc bất đồng bộ mà không chặn luồng UI. || C: • Là gì? Phương án «Thay mọi widget bằng XML» thuộc miền Flutter/Dart — hiểu theo đúng vai trò kỹ thuật của cụm này. / • Dùng để làm gì? Chỉ chọn nếu khớp đúng khái niệm async/UI/state/toolchain mà đề hỏi. / • Vì sao sai? Flutter không dựng UI chính bằng XML/HTML/CSS như Android View/web cổ điển. || D: • Là gì? Ngôn ngữ lập trình chính của Flutter. / • Dùng để làm gì? Viết UI và logic app Flutter. / • Vì sao sai? Ngôn ngữ lập trình chính của Flutter. Trong khi đề cần: Xử lý việc bất đồng bộ mà không chặn luồng UI.,
prm,slides,122,121,C,What does a Future represent?,Future đại diện cho điều gì?,A: A completed widget tree only || B: A synchronous int always || C: A value or error that will be available later || D: A GPU shader,C. Một giá trị hoặc lỗi sẽ có sau (async),"• Future: một kết quả async.
• Stream: nhiều sự kiện theo thời gian.",• Đối tượng đại diện một kết quả (hoặc lỗi) sẽ có sau thao tác bất đồng bộ.,"• Đối tượng đại diện một kết quả (hoặc lỗi) sẽ có sau thao tác bất đồng bộ.
• async/await, gọi API, đọc file một lần.","A: • Là gì? Cây cấu hình UI lồng nhau mô tả giao diện tại một thời điểm. / • Dùng để làm gì? Đầu vào cho Element/Render pipeline của Flutter. / • Vì sao sai? Cây widget mô tả UI; Future mô tả kết quả bất đồng bộ — khác tầng khái niệm. || B: • Là gì? Một số nguyên có ngay lập tức (đồng bộ), không chờ I/O. / • Dùng để làm gì? Giá trị sync; khác Future (async later). / • Vì sao sai? Số nguyên đồng bộ có ngay; Future là giá trị/error sẽ có sau (async). || D: • Là gì? Chương trình nhỏ chạy trên GPU để xử lý đồ họa. / • Dùng để làm gì? Vẽ/hiệu ứng; không phải mô hình async Future. / • Vì sao sai? GPU shader phục vụ đồ họa; không phải mô hình async một kết quả của Future.",• Future: 1 lần; Stream: nhiều lần.
prm,slides,123,122,B,What does a Stream provide compared to a single Future?,"So với một Future đơn lẻ, Stream cung cấp gì thêm?",A: Exactly one value then ends always only || B: A sequence of asynchronous events/values over time || C: Only file system permissions || D: Only compile-time constants,B. Chuỗi sự kiện/giá trị bất đồng bộ theo thời gian,"• Future: một kết quả async.
• Stream: nhiều sự kiện theo thời gian.",• Stream: chuỗi sự kiện/giá trị bất đồng bộ theo thời gian (khác Future one-shot).,"• Stream: chuỗi sự kiện/giá trị bất đồng bộ theo thời gian (khác Future one-shot).
• Lắng nghe nhiều lần: click stream, data chunk, BLoC states…","A: • Là gì? Mô tả Future: chỉ một kết quả async rồi hoàn tất (one-shot). / • Dùng để làm gì? Đại diện một giá trị/error sẽ có sau — không phải chuỗi sự kiện. / • Vì sao sai? Đây là mô tả Future (một giá trị rồi xong). Đề hỏi Stream — chuỗi nhiều sự kiện theo thời gian. || C: • Là gì? Quyền truy cập file/thư mục do hệ điều hành cấp (read/write/execute). / • Dùng để làm gì? Kiểm soát bảo mật hệ thống tệp — không phải mô hình async Stream/Future. / • Vì sao sai? Quyền hệ thống tệp thuộc bảo mật OS; Stream là mô hình async phát nhiều event, không cấp quyền file. || D: • Là gì? Hằng số xác định từ lúc biên dịch (const trong Dart). / • Dùng để làm gì? Giá trị cố định compile-time; không phát sự kiện async theo thời gian. / • Vì sao sai? Hằng compile-time (const) là giá trị cố định lúc biên dịch; Stream là chuỗi async runtime.",• Future: 1 lần; Stream: nhiều lần.
